1.325301334666086632e+03 1.000547051429748535e+00 1.055343542248010635e-03
1.325302723558663047e+03 9.976401925086975098e-01 1.053729443810880184e-03
1.325304112450772891e+03 1.001135349273681641e+00 1.054234569892287254e-03
1.325305501343349761e+03 9.979551434516906738e-01 1.053026295267045498e-03
1.325306890235460514e+03 9.991472959518432617e-01 1.053554122336208820e-03
1.325308279128036020e+03 9.980950951576232910e-01 1.053163083270192146e-03
1.325309668020147228e+03 9.984306097030639648e-01 1.053264597430825233e-03
1.325311056912257982e+03 9.987244606018066406e-01 1.053136773407459259e-03
1.325312445804833942e+03 9.974316358566284180e-01 1.053027925081551075e-03
1.325313834696945150e+03 9.988239407539367676e-01 1.053402549587190151e-03
1.325315223589055222e+03 9.985111951828002930e-01 1.053648767992854118e-03
1.325316612481631410e+03 9.974518418312072754e-01 1.053109997883439064e-03
1.325318001373742618e+03 9.983940124511718750e-01 1.053331536240875721e-03
1.325319390265853372e+03 9.995824098587036133e-01 1.054037711583077908e-03
1.325320779158429332e+03 1.000343203544616699e+00 1.054228167049586773e-03
1.325322168050540085e+03 9.984568357467651367e-01 1.053558429703116417e-03
1.325323556942651294e+03 9.992800951004028320e-01 1.053776475600898266e-03
1.325324945834762048e+03 1.002119779586791992e+00 1.054601161740720272e-03
1.325326334727337553e+03 9.993870854377746582e-01 1.053725252859294415e-03
1.325327723619448761e+03 1.000228047370910645e+00 1.053671934641897678e-03
1.325329112511559515e+03 9.993566274642944336e-01 1.054240623489022255e-03
1.325330501403669359e+03 9.983695149421691895e-01 1.053676009178161621e-03
1.325331890295780568e+03 1.001015782356262207e+00 1.054075197316706181e-03
1.325333279187890867e+03 9.966583847999572754e-01 1.053396495990455151e-03
1.325334668080466599e+03 9.999490380287170410e-01 1.054037711583077908e-03
1.325336056972578035e+03 9.988285899162292480e-01 1.054000575095415115e-03
1.325337445864689244e+03 9.996715784072875977e-01 1.054382650181651115e-03
1.325338834756799542e+03 1.001802086830139160e+00 1.054657041095197201e-03
1.325340223648910296e+03 1.001985073089599609e+00 1.054918160662055016e-03
1.325341612541021050e+03 9.978590607643127441e-01 1.054046209901571274e-03
1.325343001433131349e+03 1.001112580299377441e+00 1.054573222063481808e-03
1.325344390325242102e+03 1.000397920608520508e+00 1.054315711371600628e-03
1.325345779217352401e+03 9.983433485031127930e-01 1.054345397278666496e-03
1.325347168109463155e+03 9.991840720176696777e-01 1.054657506756484509e-03
1.325348557001573909e+03 9.993188977241516113e-01 1.054234569892287254e-03
1.325349945893685117e+03 1.001120448112487793e+00 1.055025262758135796e-03
1.325351334785796325e+03 9.991856813430786133e-01 1.054365304298698902e-03
1.325352723677906170e+03 9.995132088661193848e-01 1.054807216860353947e-03
1.325354112569551262e+03 9.993553757667541504e-01 1.054690568707883358e-03
1.325355501461662470e+03 1.000387787818908691e+00 1.054355408996343613e-03
1.325356890353772314e+03 1.000301480293273926e+00 1.055431785061955452e-03
1.325358279245882613e+03 9.992693662643432617e-01 1.054253778420388699e-03
1.325359668137994049e+03 1.001615643501281738e+00 1.055501867085695267e-03
1.325361057030104575e+03 9.997571706771850586e-01 1.055254950188100338e-03
1.325362445921749668e+03 1.000466108322143555e+00 1.055096625350415707e-03
1.325363834813859967e+03 1.000553488731384277e+00 1.054865308105945587e-03
1.325365223705970720e+03 1.001527547836303711e+00 1.055727829225361347e-03
1.325366612598081474e+03 9.991022348403930664e-01 1.054654712788760662e-03
1.325368001489726112e+03 9.993159770965576172e-01 1.054899999871850014e-03
1.325369390381837320e+03 9.996847510337829590e-01 1.055286033079028130e-03
1.325370779273948074e+03 9.999611973762512207e-01 1.055812463164329529e-03
1.325372168165592939e+03 9.998193383216857910e-01 1.055305241607129574e-03
1.325373557057704375e+03 9.995076060295104980e-01 1.055489294230937958e-03
1.325374945949814219e+03 9.996834397315979004e-01 1.055033179000020027e-03
1.325376334841458856e+03 9.979355335235595703e-01 1.055106520652770996e-03
1.325377723733570292e+03 1.000049114227294922e+00 1.055431086570024490e-03
1.325379112625680364e+03 1.001079678535461426e+00 1.055577886290848255e-03
1.325380501517325001e+03 1.000707387924194336e+00 1.055720844306051731e-03
1.325381890409436210e+03 9.999531507492065430e-01 1.055792556144297123e-03
1.325383279301081302e+03 1.000185251235961914e+00 1.056150184012949467e-03
1.325384668193191828e+03 9.970901608467102051e-01 1.055256696417927742e-03
1.325386057084836693e+03 9.990154504776000977e-01 1.055799541063606739e-03
1.325387445976947902e+03 1.000590801239013672e+00 1.055995118804275990e-03
1.325388834868592994e+03 1.001291036605834961e+00 1.055861939676105976e-03
1.325390223760702838e+03 1.000073909759521484e+00 1.056121080182492733e-03
1.325391612652348385e+03 9.989973902702331543e-01 1.055837725289165974e-03
1.325393001544459139e+03 1.000695943832397461e+00 1.055956236086785793e-03
1.325394390436103777e+03 1.002257823944091797e+00 1.056580687873065472e-03
1.325395779328214985e+03 1.000579237937927246e+00 1.056460198014974594e-03
1.325397168219859395e+03 9.986289739608764648e-01 1.056111766956746578e-03
1.325398557111504260e+03 1.001704931259155273e+00 1.056466368027031422e-03
1.325399946003615469e+03 1.001703023910522461e+00 1.056660665199160576e-03
1.325401334895259652e+03 1.001801371574401855e+00 1.057054032571613789e-03
1.325402723786904744e+03 1.000572800636291504e+00 1.056800014339387417e-03
1.325404112679015952e+03 1.001351475715637207e+00 1.056913286447525024e-03
1.325405501570661045e+03 1.000197410583496094e+00 1.055630855262279510e-03
1.325406890462305682e+03 1.000187516212463379e+00 1.056896056979894638e-03
1.325408279354416436e+03 1.001304984092712402e+00 1.057159970514476299e-03
1.325409668246061983e+03 1.000766396522521973e+00 1.057288958691060543e-03
1.325411057137707076e+03 1.000031709671020508e+00 1.056424458511173725e-03
1.325412446029816920e+03 1.000097632408142090e+00 1.056484412401914597e-03
1.325413834921462467e+03 9.995630383491516113e-01 1.056556822732090950e-03
1.325415223813107104e+03 1.001198172569274902e+00 1.057321554981172085e-03
